Longitude,Latitude,Sample No,Cu,Zn,Pb
73.859,24.777,45H13/019/S/16,48,69,28
73.879,24.777,45H13/020/S/16,40,77,32
73.898,24.777,45H13/021/S/16,44,82,35
73.918,24.777,45H13/022/S/16,44,91,35
73.938,24.777,45H13/023/S/16,62,96,33
73.958,24.777,45H13/024/S/16,50,86,34
73.975,24.777,45H13/025/S/16,35,87,29
73.997,24.777,45H13/026/S/16,52,85,37
73.760,24.796,45H13/027/S/16,96,98,32
73.780,24.796,45H13/028/S/16,70,82,23
73.799,24.796,45H13/029/S/16,35,71,27
73.819,24.796,45H13/030/S/16,27,51,28
73.839,24.796,45H13/031/S/16,46,79,30
73.859,24.796,45H13/032/S/16,42,82,34
73.879,24.796,45H13/033/S/15,42,73,35
73.898,24.796,45H13/034/S/16,53,85,37
73.918,24.796,45H13/035/S/16,42,82,35
73.938,24.796,45H13/036/S/16,69,95,42
73.958,24.796,45H13/037/S/16,49,88,32
73.975,24.796,45H13/038/S/16,44,90,36
73.997,24.796,45H13/039/S/16,60,74,34
73.760,24.814,45H13/040/S/16,46,81,23
73.780,24.814,45H13/041/S/16,43,96,23
73.799,24.814,45H13/042/S/16,35,72,25
73.819,24.814,45H13/043/S/16,34,65,36
73.839,24.814,45H13/044/S/16,35,72,34
73.859,24.814,45H13/045/S/16,49,83,26
73.879,24.814,45H13/046/S/16,46,84,35
73.898,24.814,45H13/047/S/16,44,83,32
73.918,24.814,45H13/048/S/16,52,86,33
73.938,24.814,45H13/049/S/16,54,89,35
73.958,24.814,45H13/050/S/16,44,87,34
73.975,24.814,45H13/051/S/15,38,74,35
73.997,24.814,45H13/052/S/15,39,57,36
73.760,24.832,45H13/053/S/16,81,128,29
73.780,24.832,45H13/054/S/16,43,85,20
73.799,24.832,45H13/055/S/16,41,80,25
73.819,24.832,45H13/056/S/16,35,66,30
73.839,24.832,45H13/057/S/16,38,71,27
73.859,24.832,45H13/058/S/16,45,79,29
73.879,24.832,45H13/059/S/16,51,79,32
73.898,24.832,45H13/060/S/16,44,73,36
73.918,24.832,45H13/061/S/16,50,88,30
73.938,24.832,45H13/062/S/16,44,85,35
73.958,24.832,45H13/063/S/16,49,77,32
73.975,24.832,45H13/064/S/15,58,83,30
73.997,24.832,45H13/065/S/15,56,94,29
73.760,24.850,45H13/066/S/15,88,98,30
73.780,24.850,45H13/067/S/16,53,101,25
73.799,24.850,45H13/068/S/16,31,64,29
73.819,24.850,45H13/069/S/16,27,59,36
73.839,24.850,45H13/070/S/16,33,70,28
73.859,24.850,45H13/071/S/16,27,58,28
73.879,24.850,45H13/072/S/15,29,74,28
73.898,24.850,45H13/073/S/15,39,87,23
73.918,24.850,45H13/074/S/15,50,96,26
73.938,24.850,45H13/075/S/15,40,93,28
73.958,24.850,45H13/076/S/15,58,80,23
73.975,24.850,45H13/077/S/15,47,79,24
73.997,24.850,45H13/078/S/15,23,56,27
73.760,24.868,45H13/079/S/15,249,171,112
73.780,24.868,45H13/080/S/15,66,96,26
73.799,24.868,45H13/081/S/16,33,77,22
73.819,24.868,45H13/082/S/16,40,80,31
73.839,24.868,45H13/083/S/16,42,86,35
73.859,24.868,45H13/084/S/16,76,79,33
73.879,24.868,45H13/085/S/15,57,86,23
73.898,24.868,45H13/086/S/15,105,88,18
73.918,24.868,45H13/087/S/15,36,77,23
73.938,24.868,45H13/088/S/15,33,82,27
73.958,24.868,45H13/089/S/15,40,78,24
73.975,24.868,45H13/090/S/15,40,74,32
73.997,24.868,45H13/091/S/15,39,70,26
73.760,24.887,45H13/092/S/15,29,71,33
73.780,24.887,45H13/093/S/15,33,114,31
73.799,24.887,45H13/094/S/15,46,87,22
73.819,24.887,45H13/095/S/15,35,83,23
73.839,24.887,45H13/096/S/15,44,77,26
73.859,24.887,45H13/097/S/15,37,77,32
73.879,24.887,45H13/098/S/15,57,73,33
73.898,24.887,45H13/099/S/15,36,70,27
73.918,24.887,45H13/100/S/15,43,89,27
73.938,24.887,45H13/101/S/15,33,79,31
73.958,24.887,45H13/102/S/15,30,67,27
73.975,24.887,45H13/103/S/15,41,77,28
73.997,24.887,45H13/104/S/15,33,68,26
73.760,24.905,45H13/105/S/15,30,89,28
73.780,24.905,45H13/106/S/15,44,85,29
73.799,24.905,45H13/107/S/15,90,68,23
73.819,24.905,45H13/108/S/15,77,107,31
73.839,24.905,45H13/109/S/15,53,80,28
73.859,24.905,45H13/110/S/15,52,84,26
73.879,24.905,45H13/111/S/15,45,82,30
73.898,24.905,45H13/112/S/15,29,59,32
73.918,24.905,45H13/113/S/15,21,61,26
73.938,24.905,45H13/114/S/15,30,70,32
73.958,24.905,45H13/115/S/15,33,63,26
73.975,24.905,45H13/116/S/15,64,63,26
73.997,24.905,45H13/117/S/15,24,61,22
73.760,24.923,45H13/118/S/15,30,79,33
73.780,24.923,45H13/119/S/15,33,88,28
73.799,24.923,45H13/120/S/15,22,82,29
73.839,24.923,45H13/122/S/15,48,81,28
73.859,24.923,45H13/123/S/15,71,116,35
73.879,24.923,45H13/124/S/15,50,77,29
73.898,24.923,45H13/125/S/15,36,69,27
73.918,24.923,45H13/126/S/15,27,66,30
73.938,24.923,45H13/127/S/15,29,61,28
73.958,24.923,45H13/128/S/15,35,68,23
73.975,24.923,45H13/129/S/15,26,67,31
73.997,24.923,45H13/130/S/15,28,70,22
73.760,24.941,45H13/131/S/15,51,82,22
73.780,24.941,45H13/132/S/15,82,87,20
73.799,24.941,45H13/133/S/15,59,109,37
73.819,24.941,45H13/134/S/15,45,84,28
73.839,24.941,45H13/135/S/15,51,78,23
73.859,24.941,45H13/136/S/15,43,110,41
73.879,24.941,45H13/137/S/15,34,89,22
73.898,24.941,45H13/138/S/15,49,92,27
73.918,24.941,45H13/139/S/15,32,57,26
73.938,24.941,45H13/140/S/15,40,75,23
73.958,24.941,45H13/141/S/15,30,80,27
73.975,24.941,45H13/142/S/15,27,64,23
73.997,24.941,45H13/143/S/15,62,88,24
73.760,24.960,45H13/144/S/15,31,73,30
73.780,24.960,45H13/145/S/15,51,93,21
73.799,24.960,45H13/146/S/15,45,80,25
73.819,24.960,45H13/147/S/15,42,80,21
73.839,24.960,45H13/148/S/15,41,64,31
73.859,24.960,45H13/149/S/15,31,73,30
73.879,24.960,45H13/150/S/15,29,72,27
73.898,24.960,45H13/151/S/15,31,90,29
73.918,24.960,45H13/152/S/15,36,72,26
73.938,24.960,45H13/153/S/15,29,52,28
73.958,24.960,45H13/154/S/15,40,80,26
73.975,24.960,45H13/155/S/15,38,90,31
73.997,24.960,45H13/156/S/15,39,75,28
73.760,24.978,45H13/157/S/15,52,74,21
73.780,24.978,45H13/158/S/15,65,88,23
73.799,24.978,45H13/159/S/15,63,92,27
73.819,24.978,45H13/160/S/15,35,70,27
73.839,24.978,45H13/161/S/15,31,76,26
73.859,24.978,45H13/162/S/15,37,79,24
73.879,24.978,45H13/163/S/15,35,74,26
73.898,24.978,45H13/164/S/15,33,76,26
73.918,24.978,45H13/165/S/15,28,85,32
73.938,24.978,45H13/166/S/15,35,68,25
73.958,24.978,45H13/167/S/15,49,75,27
73.975,24.978,45H13/168/S/15,42,89,32
73.997,24.978,45H13/169/S/15,46,83,29
73.760,24.978,45H13/170/S/15,192,78,19
73.780,24.996,45H13/171/S/15,44,80,20
73.799,24.996,45H13/172/S/15,50,72,26
73.819,24.996,45H13/173/S/15,43,82,24
73.839,24.996,45H13/174/S/15,55,88,25
73.859,24.996,45H13/175/S/15,33,79,29
73.879,24.996,45H13/176/S/15,44,76,29
73.898,24.996,45H13/177/S/15,29,77,26
73.918,24.996,45H13/178/S/15,23,68,27
73.938,24.996,45H13/179/S/15,34,76,34
73.958,24.996,45H13/180/S/15,30,70,35
73.975,24.996,45H13/181/S/15,46,83,27
73.997,24.996,45H13/182/S/15,39,82,32
73.761,24.508,45H14/001/S/15,29,53,16
73.781,24.508,45H14/002/S/15,66,82,24
73.800,24.508,45H14/003/S/15,53,85,24
73.820,24.508,45H15/004/S/15,39,76,25
73.840,24.508,45H14/005/S/15,96,98,21
73.860,24.508,45H14/006/S/15,45,85,16
73.879,24.508,45H14/007/S/15,31,83,32
73.899,24.508,45H14/008/S/15,42,67,15
73.919,24.508,45H14/009/S/16,42,78,35
73.939,24.508,45H14/010/S/15,29,73,40
73.959,24.508,45H14/011/S/15,48,104,26
73.978,24.508,45H14/012/S/15,58,90,30
73.998,24.508,45H14/013/S/15,41,87,21
73.761,24.526,45H14/014/S/15,42,63,25
73.781,24.526,45H14/015/S/15,51,74,27
73.800,24.526,45H14/016/S/15,40,83,25
73.820,24.526,45H14/017/S/15,59,86,27
73.840,24.526,45H14/018/S/15,18,114,24
73.860,24.526,45H14/019/S/15,20,77,16
73.879,24.526,45H14/020/S/16,48,102,46
73.899,24.526,45H14/021/S/16,42,83,34
73.919,24.526,45H14/022/S/16,28,82,43
73.939,24.526,45H14/023/S/15,34,244,37
73.959,24.526,45H14/024/S/15,32,95,27
73.978,24.526,45H14/025/S/15,33,79,33
73.998,24.526,45H14/026/S/15,66,93,36
73.761,24.544,45H14/027/S/15,37,73,35
73.781,24.544,45H14/028/S/15,27,98,46
73.800,24.544,45H14/029/S/15,48,1131,68
73.820,24.544,45H14/030/S/15,53,114,36
73.840,24.544,45H15/031/S/15,10,85,11
73.860,24.544,45H15/032/S/15,28,90,21
73.879,24.544,45H14/033/S/15,71,90,24
73.899,24.544,45H14/034/S/15,36,111,32
73.919,24.544,45H14/035/S/15,29,80,42
73.939,24.544,45H14/036/S/15,39,92,31
73.959,24.544,45H14/037/S/15,30,80,23
73.978,24.544,45H14/038/S/15,61,105,29
73.998,24.544,45H14/039/S/15,85,96,26
73.761,24.562,45H14/040/S/15,47,104,28
73.781,24.562,45H14/041/S/15,41,101,25
73.800,24.562,45H14/042/S/15,40,124,33
73.820,24.562,45H14/043/S/15,53,100,20
73.840,24.562,45H15/044/S/15,20,98,27
73.860,24.562,45H15/045/S/15,32,87,21
73.879,24.562,45H14/046/S/15,58,133,26
73.899,24.562,45H15/047/S/15,47,92,29
73.919,24.562,45H15/048/S/15,37,78,28
73.939,24.562,45H14/049/S/15,31,89,31
73.959,24.562,45H14/050/S/15,54,90,30
73.978,24.562,45H14/051/S/15,36,82,25
73.998,24.562,45H14/052/S/16,50,82,27
73.761,24.580,45H14/053/S/15,48,102,30
73.781,24.580,45H14/054/S/15,83,140,40
73.800,24.580,45H14/055/S/15,46,126,29
73.820,24.580,45H14/056/S/15,24,266,49
73.840,24.580,45H14/057/S/15,15,117,28
73.860,24.580,45H15/058/S/15,53,126,30
73.879,24.580,45H15/059/S/15,39,91,27
73.899,24.580,45H15/060/S/15,45,72,30
73.919,24.580,45H14/061/S/16,39,87,40
73.939,24.580,45H14/062/S/15,49,123,40
73.959,24.580,45H14/063/S/15,48,94,34
73.978,24.580,45H14/064/S/15,25,74,27
73.998,24.580,45H14/065/S/15,32,74,28
73.761,24.598,45H14/066/S/15,37,121,28
73.781,24.598,45H14/067/S/15,19,87,31
73.800,24.598,45H14/068/S/15,42,265,41
73.820,24.598,45H14/069/S/15,56,1275,102
73.840,24.598,45H15/070/S/15,37,841,41
73.860,24.598,45H15/071/S/15,35,128,32
73.879,24.598,45H14/072/S/15,31,233,38
73.899,24.598,45H14/073/S/15,32,189,36
73.919,24.598,45H14/074/S/15,40,138,40
73.939,24.598,45H14/075/S/15,40,123,32
73.959,24.598,45H14/076/S/15,31,78,32
73.978,24.598,45H14/077/S/15,27,71,27
73.998,24.598,45H14/078/S/16,44,83,38
73.761,24.616,45H14/079/S/15,33,93,28
73.781,24.616,45H14/080/S/15,46,101,29
73.800,24.616,45H14/081/S/15,18,176,33
73.820,24.616,45H14/082/S/15,39,536,74
73.840,24.616,45H14/083/S/15,44,361,54
73.860,24.616,45H14/084/S/15,31,111,44
73.879,24.616,45H14/085/S/15,27,101,45
73.899,24.616,45H14/086/S/15,37,221,41
73.919,24.616,45H14/087/S/15,35,966,43
73.939,24.616,45H14/088/S/15,30,218,26
73.959,24.616,45H14/089/S/15,30,66,30
73.978,24.616,45H14/090/S/15,36,74,32
73.998,24.616,45H14/091/S/15,28,80,28
73.761,24.635,45H14/092/S/16,35,86,36
73.781,24.635,45H14/093/S/16,27,82,28
73.800,24.635,45H14/094/S/16,27,93,25
73.820,24.635,45H14/095/S/15,51,202,40
73.840,24.635,45H14/096/S/15,30,127,36
73.860,24.635,45H14/097/S/15,43,130,46
73.879,24.635,45H14/098/S/15,47,113,37
73.899,24.635,45H14/099/S/15,42,96,32
73.919,24.635,45H14/100/S/15,45,104,32
73.939,24.635,45H14/101/S/15,33,130,27
73.959,24.635,45H14/102/S/15,36,211,51
73.978,24.635,45H14/103/S/15,30,91,30
73.998,24.635,45H14/104/S/16,42,88,36
73.761,24.652,45H14/105/S/16,31,72,28
73.781,24.652,45H14/106/S/15,19,77,19
73.800,24.652,45H14/107/S/15,25,114,25
73.820,24.652,45H14/108/S/15,27,91,24
73.840,24.652,45H14/109/S/15,48,129,28
73.860,24.652,45H14/110/S/15,31,107,37
73.879,24.652,45H14/111/S/15,42,108,34
73.899,24.652,45H14/112/S/15,41,99,33
73.919,24.652,45H14/113/S/15,41,104,25
73.939,24.652,45H14/114/S/15,46,97,26
73.959,24.652,45H14/115/S/16,36,78,36
73.978,24.652,45H14/116/S/16,41,107,39
73.998,24.652,45H14/117/S/15,19,62,23
73.761,24.671,45H14/118/S/16,25,72,20
73.781,24.671,45H14/119/S/16,29,69,29
73.800,24.671,45H14/120/S/15,61,139,22
73.820,24.671,45H14/121/S/15,46,107,24
73.840,24.671,45H14/122/S/15,31,93,34
73.860,24.671,45H14/123/S/15,28,113,30
73.879,24.671,45H14/124/S/15,33,98,29
73.899,24.671,45H14/125/S/15,38,101,30
73.919,24.671,45H14/126/S/15,31,80,30
73.939,24.671,45H14/127/S/15,34,94,29
73.959,24.671,45H14/128/S/15,31,73,29
73.978,24.671,45H14/129/S/15,28,75,32
73.998,24.671,45H14/130/S/15,41,75,25
73.761,24.689,45H14/131/S/16,23,66,25
73.781,24.689,45H14/132/S/15,13,79,22
73.800,24.689,45H14/133/S/15,36,99,22
73.820,24.689,45H14/134/S/15,17,73,31
73.840,24.689,45H14/135/S/15,31,83,33
73.860,24.689,45H14/136/S/16,45,89,35
73.879,24.689,45H14/137/S/15,30,97,30
73.899,24.689,45H14/138/S/15,42,91,30
73.919,24.689,45H14/139/S/15,49,107,30
73.939,24.689,45H14/140/S/15,65,87,31
73.959,24.689,45H14/141/S/15,30,90,30
73.978,24.689,45H14/142/S/15,42,79,27
73.998,24.689,45H14/143/S/16,43,85,32
73.761,24.707,45H14/144/S/16,21,58,26
73.781,24.707,45H14/145/S/15,21,83,18
73.800,24.707,45H14/146/S/15,33,78,24
73.820,24.707,45H14/147/S/15,40,70,29
73.840,24.707,45H14/148/S/15,28,76,27
73.860,24.707,45H14/149/S/15,36,88,29
73.879,24.707,45H14/150/S/15,56,97,27
73.899,24.707,45H14/151/S/15,29,73,32
73.919,24.707,45H14/152/S/15,46,107,33
73.939,24.707,45H14/153/S/16,46,86,37
73.959,24.707,45H14/154/S/16,65,87,38
73.978,24.707,45H14/155/S/16,52,100,33
73.998,24.707,45H14/156/S/16,30,81,38
73.761,24.725,45H14/157/S/16,28,80,29
73.781,24.725,45H14/158/S/16,53,88,24
73.800,24.725,45H14/159/S/16,39,76,31
73.820,24.725,45H14/160/S/16,29,65,48
73.840,24.725,45H14/161/S/15,35,82,33
73.860,24.725,45H14/162/S/15,61,98,28
73.879,24.725,45H14/163/S/15,33,82,27
73.899,24.725,45H14/164/S/15,47,96,33
73.919,24.725,45H14/165/S/16,52,86,36
73.939,24.725,45H14/166/S/16,56,85,36
73.959,24.725,45H14/167/S/16,36,81,29
73.978,24.725,45H14/168/S/16,44,82,34
73.998,24.725,45H14/169/S/16,59,96,37
73.761,24.743,45H14/170/S/16,68,117,41
73.781,24.743,45H14/171/S/16,35,77,28
73.800,24.743,45H14/172/S/16,23,65,33
73.820,24.743,45H14/173/S/16,26,67,33
73.840,24.743,45H14/174/S/16,41,85,35
73.860,24.743,45H14/175/S/16,49,83,31
73.879,24.743,45H14/176/S/16,52,84,36
73.899,24.743,45H14/177/S/16,47,93,40
73.919,24.743,45H14/178/S/16,55,96,34
73.939,24.743,45H14/179/S/16,49,74,42
73.959,24.743,45H14/180/S/16,37,76,45
73.978,24.743,45H14/181/S/16,49,85,36
73.998,24.743,45H14/182/S/16,76,101,33
73.75983333,24.25925,45 H15/001/S/15,28,71,25
73.77963889,24.25925,45 H15/002/S/15,22,66,22
73.79930556,24.25925,45 H15/003/S/15,29,73,23
73.81919444,24.25925,45 H15/004/S/15,14,42,28
73.83877778,24.25925,45 H15/005/S/15,15,94,30
73.85872222,24.25925,45 H15/006/S/15,34,392,138
73.87788889,24.25925,45 H15/007/S/15,40,71,42
73.89805556,24.25925,45 H15/008/S/15,51,73,27
73.91786111,24.25925,45 H15/009/S/15,49,65,26
73.93761111,24.25925,45 H15/010/S/15,32,63,27
73.95736111,24.25925,45 H15/011/S/15,62,71,19
73.75983333,24.27697222,45 H15/014/S/15,26,62,29
73.77963889,24.27697222,45 H15/015/S/15,19,74,21
73.79930556,24.27697222,45 H15/016/S/15,21,70,26
73.81919444,24.27697222,45 H15/017/S/15,20,88,34
73.83877778,24.27697222,45 H15/018/S/15,25,80,25
73.85872222,24.27697222,45 H15/019/S/15,38,82,40
73.87788889,24.27697222,45 H15/020/S/15,49,72,32
73.89805556,24.27697222,45 H15/021/S/15,82,68,32
73.91786111,24.27697222,45 H15/022/S/15,59,59,24
73.93761111,24.27697222,45 H15/023/S/15,76,65,19
73.99705556,24.27697222,45 H15/026/S/15,33,56,38
73.75983333,24.29483333,45 H15/027/S/15,18,68,8
73.77963889,24.29483333,45 H15/028/S/15,16,304,146
73.79930556,24.29483333,45 H15/029/S/15,17,121,55
73.81919444,24.29483333,45 H15/030/S/15,36,99,165
73.83877778,24.29483333,45 H15/031/S/15,35,453,182
73.85872222,24.29483333,45 H15/032/S/15,35,69,22
73.87788889,24.29483333,45 H15/033/S/15,24,77,23
73.89805556,24.29483333,45 H15/034/S/15,32,70,33
73.91786111,24.29483333,45 H15/035/S/15,33,78,34
73.97738889,24.29483333,45 H15/038/S/15,37,60,23
73.99705556,24.29483333,45 H15/039/S/15,31,58,35
73.75983333,24.31311111,45 H15/040/S/15,24,94,53
73.77963889,24.31311111,45 H15/041/S/15,27,114,83
73.79930556,24.31311111,45 H15/042/S/15,46,75,29
73.81919444,24.31311111,45 H15/043/S/15,45,75,21
73.83877778,24.31311111,45 H15/044/S/15,40,70,21
73.85872222,24.31311111,45 H15/045/S/15,20,66,19
73.87788889,24.31311111,45 H15/046/S/15,51,85,47
73.89805556,24.31311111,45 H15/047/S/15,18,84,19
73.91786111,24.31311111,45 H15/048/S/15,25,46,25
73.93761111,24.31311111,45 H15/049/S/15,38,53,24
73.95736111,24.31311111,45 H15/050/S/15,29,60,22
73.97738889,24.31311111,45 H15/051/S/15,33,75,21
73.99705556,24.31311111,45 H15/052/S/15,50,71,29
73.75983333,24.33133333,45 H15/053/S/15,30,148,204
73.77963889,24.33133333,45 H15/054/S/15,27,90,28
73.79930556,24.33133333,45 H15/055/S/15,59,70,20
73.81919444,24.33133333,45 H15/056/S/15,23,79,29
73.83877778,24.33133333,45 H15/057/S/15,32,72,26
73.85872222,24.33133333,45 H15/058/S/15,28,62,31
73.87788889,24.33133333,45 H15/059/S/15,30,69,33
73.89805556,24.33133333,45 H15/060/S/15,23,58,29
73.91786111,24.33133333,45 H15/061/S/15,27,41,24
73.93761111,24.33133333,45 H15/062/S/15,53,49,20
73.95736111,24.33133333,45 H15/063/S/15,15,88,17
73.97738889,24.33133333,45 H15/064/S/15,50,75,26
73.99705556,24.33133333,45 H15/065/S/15,39,58,19
73.75983333,24.34958333,45 H15/066/S/15,28,105,60
73.77963889,24.34958333,45 H15/067/S/15,24,71,37
73.79930556,24.34958333,45 H15/068/S/15,68,79,27
73.81919444,24.34958333,45 H15/069/S/15,30,83,31
73.83877778,24.34958333,45 H15/070/S/15,56,71,41
73.85872222,24.34958333,45 H15/071/S/15,22,75,29
73.87788889,24.34958333,45 H15/072/S/15,27,45,17
73.89805556,24.34958333,45 H15/073/S/16,32,53,20
73.91786111,24.34958333,45 H15/074/S/16,55,69,25
73.93761111,24.34958333,45 H15/075/S/16,62,73,17
73.95736111,24.34958333,45 H15/076/S/16,50,64,21
73.97738889,24.34958333,45 H15/077/S/16,71,93,22
73.99705556,24.34958333,45 H15/078/S/16,61,79,21
73.75983333,24.36766667,45 H15/079/S/15,22,83,48
73.77963889,24.36766667,45 H15/080/S/15,42,81,50
73.79930556,24.36766667,45 H15/081/S/15,63,84,40
73.81919444,24.36766667,45 H15/082/S/15,25,74,27
73.83877778,24.36766667,45 H15/083/S/15,19,78,34
73.85872222,24.36766667,45 H15/084/S/15,33,70,23
73.87788889,24.36766667,45 H15/085/S/15,38,51,13
73.89805556,24.36766667,45 H15/086/S/16,34,60,27
73.91786111,24.36766667,45 H15/087/S/16,50,68,25
73.93761111,24.36766667,45 H15/088/S/16,77,89,29
73.95736111,24.36766667,45 H15/089/S/16,58,81,21
73.97738889,24.36766667,45 H15/090/S/16,48,70,30
73.99705556,24.36766667,45 H15/091/S/16,39,85,33
73.75983333,24.38580556,45 H15/092/S/15,25,81,26
73.77963889,24.38580556,45 H15/093/S/15,78,98,38
73.79930556,24.38580556,45 H15/094/S/15,35,84,35
73.81919444,24.38580556,45 H15/095/S/15,33,76,23
73.83877778,24.38580556,45 H15/096/S/15,34,74,19
73.85872222,24.38580556,45 H15/097/S/15,27,62,27
73.87788889,24.38580556,45 H15/098/S/15,30,71,21
73.89805556,24.38580556,45 H15/099/S/16,65,98,31
73.91786111,24.38580556,45 H15/100/S/16,52,95,26
73.93761111,24.38580556,45 H15/101/S/16,48,74,25
73.95736111,24.38580556,45 H15/102/S/16,81,81,27
73.97738889,24.38580556,45 H15/103/S/16,33,83,27
73.99705556,24.38580556,45 H15/104/S/16,34,84,29
73.75983333,24.40405556,45 H15/105/S/15,82,85,38
73.77963889,24.40405556,45 H15/106/S/15,73,103,31
73.79930556,24.40405556,45 H15/107/S/15,45,75,19
73.81919444,24.40405556,45 H15/108/S/15,27,80,35
73.83877778,24.40405556,45 H15/109/S/15,51,67,22
73.85872222,24.40405556,45 H15/110/S/15,57,80,32
73.87788889,24.40405556,45 H15/111/S/15,55,87,31
73.89805556,24.40405556,45 H15/112/S/16,70,90,68
73.91786111,24.40405556,45 H15/113/S/16,66,95,25
73.93761111,24.40405556,45 H15/114/S/16,61,87,35
73.95736111,24.40405556,45 H15/115/S/16,61,103,29
73.97738889,24.40405556,45 H15/116/S/16,47,90,34
73.99705556,24.40405556,45 H15/117/S/16,41,86,27
73.75983333,24.4215,45 H15/118/S/15,57,85,24
73.77963889,24.4215,45 H15/119/S/15,69,60,23
73.79930556,24.4215,45 H15/120/S/15,29,77,17
73.81919444,24.4215,45 H15/121/S/15,43,61,13
73.83877778,24.4215,45 H15/122/S/15,36,67,20
73.85872222,24.4215,45 H15/123/S/15,45,86,26
73.87788889,24.4215,45 H15/124/S/15,49,84,33
73.89805556,24.4215,45 H15/125/S/16,61,100,60
73.91786111,24.4215,45 H15/126/S/16,91,99,63
73.93761111,24.4215,45 H15/127/S/16,98,101,48
73.95736111,24.4215,45 H15/128/S/16,67,95,51
73.97738889,24.4215,45 H15/129/S/16,57,75,29
73.99705556,24.4215,45 H15/130/S/16,56,95,24
73.75983333,24.43941667,45 H15/131/S/15,22,96,36
73.77963889,24.43941667,45 H15/132/S/15,40,77,19
73.79930556,24.43941667,45 H15/133/S/15,26,67,22
73.81919444,24.43941667,45 H15/134/S/15,41,95,20
73.83877778,24.43941667,45 H15/135/S/15,44,76,22
73.85872222,24.43941667,45 H15/136/S/15,63,101,32
73.87788889,24.43941667,45 H15/137/S/15,54,105,29
73.89805556,24.43941667,45 H15/138/S/16,56,81,29
73.91786111,24.43941667,45 H15/139/S/16,57,129,17
73.93761111,24.43941667,45 H15/140/S/16,33,115,22
73.95736111,24.43941667,45 H15/141/S/16,50,82,36
73.97738889,24.43941667,45 H15/142/S/16,28,138,36
73.99705556,24.43941667,45 H15/143/S/16,31,72,36
73.75983333,24.45775,45 H15/144/S/15,14,120,15
73.77963889,24.45775,45 H15/145/S/15,21,115,20
73.79930556,24.45775,45 H15/146/S/15,35,75,17
73.81919444,24.45775,45 H15/147/S/15,26,120,20
73.83877778,24.45775,45 H15/148/S/15,39,141,27
73.85872222,24.45775,45 H15/149/S/15,14,120,15
73.87788889,24.45775,45 H15/150/S/15,46,142,43
73.89805556,24.45775,45 H15/151/S/16,75,104,51
73.91786111,24.45775,45 H15/152/S/16,189,92,18
73.93761111,24.45775,45 H15/153/S/16,34,136,21
73.95736111,24.45775,45 H15/154/S/16,20,134,46
73.97738889,24.45775,45 H15/155/S/16,37,85,30
73.99705556,24.45775,45 H15/156/S/16,54,86,27
73.75983333,24.47572222,45 H15/157/S/15,14,115,11
73.77963889,24.47572222,45 H15/158/S/15,26,114,16
73.79930556,24.47572222,45 H15/159/S/15,56,110,12
73.81919444,24.47572222,45 H15/160/S/15,14,129,14
73.85872222,24.47572222,45 H15/162/S/15,14,140,28
73.87788889,24.47572222,45 H15/163/S/15,21,157,27
73.89805556,24.47572222,45 H15/164/S/16,39,77,27
73.91786111,24.47572222,45 H15/165/S/16,47,86,21
73.93761111,24.47572222,45 H15/166/S/16,14,112,48
73.95736111,24.47572222,45 H15/167/S/16,38,105,51
73.97738889,24.47572222,45 H15/168/S/16,32,143,29
73.99705556,24.47572222,45 H15/169/S/16,44,164,18
73.75983333,24.49397222,45 H15/170/S/16,13,122,13
73.77963889,24.49397222,45 H15/171/S/15,71,83,24
73.79930556,24.49397222,45 H15/172/S/15,98,69,24
73.81919444,24.49397222,45 H15/173/S/15,60,92,27
73.83877778,24.49397222,45 H15/174/S/15,35,123,42
73.85872222,24.49397222,45 H15/175/S/15,58,97,37
73.87788889,24.49397222,45 H15/176/S/15,79,85,24
73.89805556,24.49397222,45 H15/177/S/16,33,93,24
73.91786111,24.49397222,45 H15/178/S/16,57,83,35
73.93761111,24.49397222,45 H15/179/S/16,38,95,37
73.95736111,24.49397222,45 H15/180/S/16,44,98,45
73.97738889,24.49397222,45 H15/181/S/16,53,80,39
73.99705556,24.49397222,45 H15/182/S/16,56,95,29
73.759,24.009,45H16/001/S/14,44,84,29
73.779,24.009,45H16/002/S/14,27,68,33
73.799,24.009,45H16/003/S/14,31,71,24
73.818,24.009,45H16/004/S/14,27,69,28
73.838,24.009,45H16/005/S/14,28,71,29
73.858,24.009,45H16/006/S/14,39,79,27
73.877,24.009,45H16/007/S/14,19,57,26
73.897,24.009,45H16/008/S/14,42,157,73
73.917,24.009,45H16/009/S/14,32,75,32
73.936,24.009,45H16/010/S/14,26,63,31
73.956,24.009,45H16/011/S/14,36,59,25
73.975,24.009,45H16/012/S/14,42,56,16
73.995,24.009,45H16/013/S/14,32,62,23
73.759,24.027,45H16/014/S/14,55,75,28
73.779,24.027,45H16/015/S/14,37,73,37
73.799,24.027,45H16/016/S/14,39,85,34
73.818,24.027,45H16/017/S/14,39,79,29
73.838,24.027,45H16/018/S/14,43,95,32
73.858,24.027,45H16/019/S/14,25,78,30
73.877,24.027,45H16/020/S/14,29,84,30
73.897,24.027,45H16/021/S/14,28,77,30
73.917,24.027,45H16/022/S/14,44,77,34
73.936,24.027,45H16/023/S/14,32,80,24
73.956,24.027,45H16/024/S/14,30,58,23
73.975,24.027,45H16/025/S/14,24,56,24
73.995,24.027,45H16/026/S/14,46,84,35
73.759,24.045,45H16/027/S/14,32,71,42
